GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism
TRINITY_DN277043_c0_g2	7.120484241	1.43667782	11.47849955	0.003489961	0.02421845	P40991	TRINITY_DN277043_c0_g2_i1	7.00E-25	25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2)	"assembly of large subunit precursor of preribosome [GO:1902626]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit biogenesis [GO:0042273]; rRNA base methylation [GO:0070475]; rRNA methylation [GO:0031167]"	"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]"	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	GO:0000463; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0009383; GO:0030687; GO:0031167; GO:0042273; GO:0070475; GO:1902626	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN277047_c0_g1	-12.04694054	3.123247859	19.46840405	0.000334907	0.003443645	Q05627	TRINITY_DN277047_c0_g1_i1	3.80E-72	Uncharacterized protein Cbei_0202 (ORF1)					reviewed	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)
TRINITY_DN277053_c0_g1	-9.795981701	8.880819855	58.75795577	8.78E-08	1.94E-06	Q9FLV9	TRINITY_DN277053_c0_g1_i1	8.40E-19	S-type anion channel SLAH3 (SLAC1-homolog protein 3)	cellular ion homeostasis [GO:0006873]; chloride transport [GO:0006821]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	voltage-gated anion channel activity [GO:0008308]	GO:0005886; GO:0006821; GO:0006873; GO:0008308; GO:0009414; GO:0009651; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN277209_c0_g1	10.08821913	2.90539246	13.5709269	0.001468337	0.011946968	P37891	TRINITY_DN277209_c0_g1_i3	1.90E-65	Serine carboxypeptidase 3 (EC 3.4.16.5) (Serine carboxypeptidase III)	proteolysis involved in cellular protein catabolic process [GO:0051603]	vacuole [GO:0005773]	serine-type carboxypeptidase activity [GO:0004185]	GO:0004185; GO:0005773; GO:0051603	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN277215_c0_g1	20.69366577	9.345446009	330.7209188	3.69E-15	1.14E-12	Q9A9I6	TRINITY_DN277215_c0_g1_i1	5.70E-49	Peptide methionine sulfoxide reductase MsrA 1 (Protein-methionine-S-oxide reductase 1) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase 1) (Peptide Met(O) reductase 1)	cellular protein modification process [GO:0006464]		peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	GO:0006464; GO:0008113	reviewed	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)
TRINITY_DN277252_c0_g1	11.25082156	2.36803934	12.83959296	0.002285054	0.017505553	Q99LE6	TRINITY_DN277252_c0_g1_i2	2.20E-40	ATP-binding cassette sub-family F member 2		mitochondrion [GO:0005739]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005739; GO:0016887	reviewed	Mus musculus (Mouse)
TRINITY_DN277292_c0_g1	-4.657993234	9.244103691	28.26250213	2.13E-05	0.000297849	Q8GZ79	TRINITY_DN277292_c0_g1_i2	1.90E-68	"Protein TIC 20-I, chloroplastic (Translocon at the inner envelope membrane of chloroplasts 20-I) (AtTIC20-I)"	protein import into chloroplast stroma [GO:0045037]	chloroplast inner membrane [GO:0009706]; integral component of membrane [GO:0016021]	protein transmembrane transporter activity [GO:0008320]	GO:0008320; GO:0009706; GO:0016021; GO:0045037	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN277371_c0_g1	20.66210984	9.870806567	230.9102441	1.70E-13	1.14E-11	E9F8M3	TRINITY_DN277371_c0_g1_i1	1.60E-81	Reducing polyketide synthase swnK (EC 2.3.1.-) (Swainsonine biosynthesis gene cluster protein K)			ligase activity [GO:0016874]; methyltransferase activity [GO:0008168]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]	GO:0008168; GO:0016491; GO:0016874; GO:0031177	reviewed	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))
TRINITY_DN277373_c0_g1	11.06419007	2.855356422	12.44038778	0.002581304	0.019344158	Q9U1Y5	TRINITY_DN277373_c0_g1_i1	1.10E-35	Serine/threonine-protein kinase chk-2 (EC 2.7.11.1) (Ce-cds-1) (Ce-chk-2)	cell division [GO:0051301]; DNA repair [GO:0006281]; mitotic DNA damage checkpoint [GO:0044773]; positive regulation of histone H3-K9 methylation [GO:0051574]; signal transduction in response to DNA damage [GO:0042770]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006281; GO:0042770; GO:0044773; GO:0046872; GO:0051301; GO:0051574	reviewed	Caenorhabditis elegans
TRINITY_DN277393_c0_g1	23.97274159	8.358908573	256.5490961	1.06E-11	4.04E-10	Q53P98	TRINITY_DN277393_c0_g1_i1	2.90E-24	Signal peptide peptidase-like 2 (OsSPPL2) (EC 3.4.23.-)	membrane protein proteolysis [GO:0033619]	endosome membrane [GO:0010008]; Golgi-associated vesicle membrane [GO:0030660]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; lysosomal membrane [GO:0005765]	"aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]"	GO:0005765; GO:0010008; GO:0030660; GO:0033619; GO:0042500; GO:0071458; GO:0071556	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN277394_c0_g1	15.09669728	3.725164171	38.01163146	1.03E-05	0.000157588	O14233	TRINITY_DN277394_c0_g1_i1	3.60E-20	mRNA 3'-end-processing protein rna14	mRNA cleavage [GO:0006379]; mRNA polyadenylation [GO:0006378]; regulation of mRNA 3'-end processing [GO:0031440]; RNA 3'-end processing [GO:0031123]	mitochondrion [GO:0005739]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]	mRNA binding [GO:0003729]	GO:0003729; GO:0005634; GO:0005739; GO:0005847; GO:0006378; GO:0006379; GO:0031123; GO:0031440	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
TRINITY_DN277395_c0_g1	-4.573523287	6.392789748	12.94690358	0.001514352	0.012269419	O81078	TRINITY_DN277395_c0_g1_i1	5.30E-27	Glutamate receptor 2.9 (Ligand-gated ion channel 2.9)	calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cellular response to amino acid stimulus [GO:0071230]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	calcium channel activity [GO:0005262]; glutamate receptor activity [GO:0008066]; ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005262; GO:0005886; GO:0006816; GO:0008066; GO:0016021; GO:0019722; GO:0071230	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN277915_c0_g1	21.71370551	12.62033781	348.3331315	2.11E-15	8.15E-13	O94489	TRINITY_DN277915_c0_g1_i1	5.10E-209	Elongation factor 3 (EF-3)	cytoplasmic translational elongation [GO:0002182]	cytosol [GO:0005829]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; translation elongation factor activity [GO:0003746]	GO:0002182; GO:0003746; GO:0005524; GO:0005829; GO:0016887	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
TRINITY_DN277933_c0_g1	-4.906696468	7.937117515	24.38279978	5.42E-05	0.000714007	Q5N712	TRINITY_DN277933_c0_g1_i1	3.80E-69	Lysine-specific demethylase JMJ705 (EC 1.14.11.-) (Jumonji domain-containing protein 705) (Lysine-specific histone demethylase JMJ705) (Protein JUMONJI 705)	"chromatin remodeling [GO:0006338]; defense response [GO:0006952]; positive regulation of gene expression, epigenetic [GO:0045815]; positive regulation of growth rate [GO:0040010]"	histone methyltransferase complex [GO:0035097]; nucleus [GO:0005634]	dioxygenase activity [GO:0051213]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K27 specific) [GO:0071558]; histone demethylase activity (H3-trimethyl-K4 specific) [GO:0034647]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0005634; GO:0006338; GO:0006952; GO:0032452; GO:0034647; GO:0035097; GO:0040010; GO:0045815; GO:0046872; GO:0051213; GO:0071558	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN278325_c0_g1	11.32557731	2.591205211	12.65482872	0.002417131	0.018291	Q92359	TRINITY_DN278325_c0_g1_i1	2.90E-11	Pumilio domain-containing protein C6G9.14	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]"	cytosol [GO:0005829]	mRNA binding [GO:0003729]	GO:0000288; GO:0003729; GO:0005829	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
TRINITY_DN278343_c0_g1	-10.31717464	5.538898583	30.450679	1.30E-05	0.00019376	A7S6A5	TRINITY_DN278343_c0_g1_i2	7.60E-87	Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog)	actin cytoskeleton organization [GO:0030036]; ribosomal large subunit biogenesis [GO:0042273]; ribosomal large subunit export from nucleus [GO:0000055]	nucleolus [GO:0005730]; nucleus [GO:0005634]		GO:0000055; GO:0005634; GO:0005730; GO:0030036; GO:0042273	reviewed	Nematostella vectensis (Starlet sea anemone)
TRINITY_DN278380_c0_g1	3.977490385	7.606782736	18.79962325	0.000243131	0.002577024	Q9XGY4	TRINITY_DN278380_c0_g1_i1	1.10E-23	Mitochondrial import inner membrane translocase subunit TIM8	chaperone-mediated protein transport [GO:0072321]	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	metal ion binding [GO:0046872]	GO:0005739; GO:0005758; GO:0046872; GO:0072321	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN278387_c0_g1	-6.122848066	9.416855657	37.49243032	3.01E-06	5.11E-05	Q9CAP8	TRINITY_DN278387_c0_g1_i1	4.10E-11	"Long chain acyl-CoA synthetase 9, chloroplastic (EC 6.2.1.3)"	fatty acid metabolic process [GO:0006631]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; membrane [GO:0016020]; plastid [GO:0009536]	acyl-CoA ligase activity [GO:0003996]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0003996; GO:0004467; GO:0005524; GO:0006631; GO:0009507; GO:0009536; GO:0009941; GO:0016020; GO:0102391	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN278824_c0_g1	-8.532015911	6.861480087	38.13325525	2.65E-06	4.54E-05	P0ABU3	TRINITY_DN278824_c0_g1_i7	6.30E-18	Ribosome-binding ATPase YchF			ATPase activity [GO:0016887]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; ribosomal large subunit binding [GO:0043023]; ribosome binding [GO:0043022]	GO:0005524; GO:0005525; GO:0016887; GO:0043022; GO:0043023; GO:0046872	reviewed	Escherichia coli O157:H7
TRINITY_DN278923_c1_g1	11.12537267	5.176962137	24.02118671	5.94E-05	0.000769186	Q8VZQ2	TRINITY_DN278923_c1_g1_i1	2.70E-16	Transcription factor MYB61 (Myb-related protein 61) (AtMYB61)	cell differentiation [GO:0030154]; phloem or xylem histogenesis [GO:0010087]; regulation of stomatal movement [GO:0010119]; response to auxin [GO:0009733]; root development [GO:0048364]; seed coat development [GO:0010214]; xylem development [GO:0010089]	nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]	GO:0003700; GO:0005634; GO:0009733; GO:0010087; GO:0010089; GO:0010119; GO:0010214; GO:0030154; GO:0043565; GO:0044212; GO:0048364	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN278928_c0_g1	11.98799353	2.613726442	13.6953276	0.001770277	0.013941491	P34574	TRINITY_DN278928_c0_g1_i1	8.80E-65	Probable clathrin heavy chain 1	apical protein localization [GO:0045176]; cortical actin cytoskeleton organization [GO:0030866]; determination of adult lifespan [GO:0008340]; embryo development ending in birth or egg hatching [GO:0009792]; intracellular protein transport [GO:0006886]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; protein localization [GO:0008104]; receptor-mediated endocytosis [GO:0006898]	apical plasma membrane [GO:0016324]; cell cortex [GO:0005938]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; mitotic spindle [GO:0072686]; plasma membrane [GO:0005886]	clathrin light chain binding [GO:0032051]; structural molecule activity [GO:0005198]	GO:0005198; GO:0005737; GO:0005886; GO:0005938; GO:0006886; GO:0006898; GO:0008104; GO:0008340; GO:0009792; GO:0009898; GO:0016324; GO:0030130; GO:0030132; GO:0030139; GO:0030866; GO:0031410; GO:0032051; GO:0045176; GO:0045334; GO:0071439; GO:0072686; GO:2000370	reviewed	Caenorhabditis elegans
TRINITY_DN278965_c0_g1	12.45010467	2.656409104	14.14668869	0.001552212	0.012543329	Q20065	TRINITY_DN278965_c0_g1_i1	1.30E-34	"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)"	macromolecule modification [GO:0043412]; oxidation-reduction process [GO:0055114]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]	"iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; peptidyl-proline 4-dioxygenase activity [GO:0031545]; procollagen-proline 4-dioxygenase activity [GO:0004656]"	GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0016702; GO:0018401; GO:0031418; GO:0031545; GO:0043412; GO:0055114	reviewed	Caenorhabditis elegans
TRINITY_DN278966_c0_g1	-2.877033879	9.938206881	8.577731215	0.007542096	0.045060345	Q40478	TRINITY_DN278966_c0_g1_i1	3.30E-32	Ethylene-responsive transcription factor 5 (Ethylene-responsive element-binding factor 4) (EREBP-4) (Ethylene-responsive element-binding factor 5 homolog) (NtERF4)	defense response [GO:0006952]; ethylene-activated signaling pathway [GO:0009873]	nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634; GO:0006952; GO:0009873	reviewed	Nicotiana tabacum (Common tobacco)
TRINITY_DN278966_c0_g2	-2.808891805	7.944445303	8.424551763	0.008017805	0.046998306	Q40478	TRINITY_DN278966_c0_g2_i1	3.30E-32	Ethylene-responsive transcription factor 5 (Ethylene-responsive element-binding factor 4) (EREBP-4) (Ethylene-responsive element-binding factor 5 homolog) (NtERF4)	defense response [GO:0006952]; ethylene-activated signaling pathway [GO:0009873]	nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634; GO:0006952; GO:0009873	reviewed	Nicotiana tabacum (Common tobacco)
TRINITY_DN292320_c0_g2	21.93640015	11.77093032	298.8436048	1.10E-14	1.91E-12	P49691	TRINITY_DN292320_c0_g2_i1	5.50E-107	60S ribosomal protein L4-2 (L1)	response to cytokinin [GO:0009735]; translation [GO:0006412]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; polysomal ribosome [GO:0042788]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0005730; GO:0005773; GO:0005774; GO:0005829; GO:0005886; GO:0006412; GO:0009506; GO:0009507; GO:0009735; GO:0016020; GO:0022625; GO:0022626; GO:0042788	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN292320_c0_g4	22.87731984	10.9792527	281.7738922	2.06E-14	2.46E-12	O14734	TRINITY_DN292320_c0_g4_i1	2.10E-53	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE)	acyl-CoA metabolic process [GO:0006637]; alpha-linolenic acid metabolic process [GO:0036109]; bile acid biosynthetic process [GO:0006699]; dicarboxylic acid catabolic process [GO:0043649]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid catabolic process [GO:0009062]; negative regulation of CD4 biosynthetic process [GO:0045225]; peroxisome fission [GO:0016559]; protein targeting to peroxisome [GO:0006625]; viral process [GO:0016032]	cytosol [GO:0005829]; peroxisomal matrix [GO:0005782]	acetoacetyl-CoA hydrolase activity [GO:0047603]; acetyl-CoA hydrolase activity [GO:0003986]; acyl-CoA hydrolase activity [GO:0047617]; carboxylic ester hydrolase activity [GO:0052689]; choloyl-CoA hydrolase activity [GO:0033882]; CoA hydrolase activity [GO:0016289]; hydroxymethylglutaryl-CoA hydrolase activity [GO:0047994]; medium-chain acyl-CoA hydrolase activity [GO:0052815]; myristoyl-CoA hydrolase activity [GO:0102991]; palmitoyl-CoA hydrolase activity [GO:0016290]; signaling receptor binding [GO:0005102]; succinyl-CoA hydrolase activity [GO:0004778]	GO:0003986; GO:0004778; GO:0005102; GO:0005782; GO:0005829; GO:0006625; GO:0006637; GO:0006699; GO:0009062; GO:0016032; GO:0016289; GO:0016290; GO:0016559; GO:0033540; GO:0033882; GO:0036109; GO:0043649; GO:0045225; GO:0047603; GO:0047617; GO:0047994; GO:0052689; GO:0052815; GO:0102991	reviewed	Homo sapiens (Human)
TRINITY_DN292331_c0_g1	19.9484273	7.132838754	116.7057909	8.35E-10	2.37E-08	O43290	TRINITY_DN292331_c0_g1_i1	1.30E-09	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	"maturation of 5S rRNA [GO:0000481]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of cytotoxic T cell differentiation [GO:0045585]; spliceosomal snRNP assembly [GO:0000387]"	Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]	RNA binding [GO:0003723]	GO:0000387; GO:0000398; GO:0000481; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0015030; GO:0016607; GO:0045292; GO:0045585; GO:0046540; GO:0071005; GO:0071013	reviewed	Homo sapiens (Human)
TRINITY_DN292335_c2_g3	9.678438416	2.905111103	10.74052973	0.003301976	0.023332456	P28748	TRINITY_DN292335_c2_g3_i1	3.20E-86	GTP-binding nuclear protein spi1	negative regulation of G2/M transition of mitotic cell cycle [GO:0010972]; poly(A)+ mRNA export from nucleus [GO:0016973]; protein import into nucleus [GO:0006606]; signaling [GO:0023052]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; Ran guanyl-nucleotide exchange factor activity [GO:0005087]	GO:0003924; GO:0005087; GO:0005525; GO:0005634; GO:0005737; GO:0005829; GO:0006606; GO:0010972; GO:0016973; GO:0023052	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
TRINITY_DN292371_c5_g1	5.57061451	3.852636937	8.307810427	0.008402561	0.048700237	Q9I8F9	TRINITY_DN292371_c5_g1_i2	2.20E-136	Heat shock 70 kDa protein 1 (HSP70-1)	cellular response to heat [GO:0034605]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	"ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]"	GO:0005524; GO:0005737; GO:0005829; GO:0006986; GO:0016887; GO:0031072; GO:0034605; GO:0034620; GO:0042026; GO:0042623; GO:0044183; GO:0051082; GO:0051085; GO:0051787	reviewed	Oryzias latipes (Japanese rice fish) (Japanese killifish)
